Index,GameTime,DspTime,Instrument,InputLine,InputPitch,FinalPitch,MaxClipIdx,ClipName,Volume,JavaMapping,WasClamped,ClampedFrom,Status
972,130.663,1990.6003,Piano,0,1,25,44,piano_snd025,0.15,True,True,1,PLAYED
973,130.664,1990.6003,Piano,1,3,22,44,piano_snd022,0.15,True,True,3,PLAYED
974,130.697,1990.6293,Piano,3,3,13,44,piano_snd013,0.15,True,True,3,PLAYED
975,130.980,1990.9195,Piano,4,0,5,44,piano_snd005,0.15,True,True,0,PLAYED
976,131.147,1991.0879,Piano,1,5,24,44,piano_snd024,0.15,True,True,5,PLAYED
977,131.147,1991.0879,Piano,3,2,12,44,piano_snd012,0.15,True,True,2,PLAYED
978,131.147,1991.0879,Piano,0,5,29,44,piano_snd029,0.15,True,True,5,PLAYED
979,131.180,1991.1227,Piano,4,4,9,44,piano_snd009,0.15,True,True,4,PLAYED
980,131.347,1991.2795,Piano,4,4,9,44,piano_snd009,0.15,True,True,4,PLAYED
981,131.347,1991.2795,Piano,3,2,12,44,piano_snd012,0.15,True,True,2,PLAYED
982,131.347,1991.2795,Piano,0,5,29,44,piano_snd029,0.15,True,True,5,PLAYED
983,131.347,1991.2795,Piano,1,5,24,44,piano_snd024,0.15,True,True,5,PLAYED
984,131.663,1991.5987,Piano,1,2,21,44,piano_snd021,0.15,True,True,2,PLAYED
985,131.664,1991.5987,Piano,3,2,12,44,piano_snd012,0.15,True,True,2,PLAYED
986,131.664,1991.5987,Piano,0,0,24,44,piano_snd024,0.15,True,True,0,PLAYED
987,131.697,1991.6336,Piano,2,2,17,44,piano_snd017,0.15,True,True,2,PLAYED
988,132.063,1991.9993,Piano,1,3,22,44,piano_snd022,0.15,True,True,3,PLAYED
989,132.063,1991.9993,Piano,0,1,25,44,piano_snd025,0.15,True,True,1,PLAYED
990,132.196,1992.1270,Piano,1,10,29,44,piano_snd029,0.15,True,True,10,PLAYED
991,132.197,1992.1270,Piano,0,13,37,44,piano_snd037,0.15,True,True,13,PLAYED
992,132.197,1992.1270,Piano,2,10,25,44,piano_snd025,0.15,True,True,10,PLAYED
993,132.197,1992.1270,Piano,4,0,5,44,piano_snd005,0.15,True,True,0,PLAYED
994,132.347,1992.2779,Piano,1,10,29,44,piano_snd029,0.15,True,True,10,PLAYED
995,132.347,1992.2779,Piano,2,10,25,44,piano_snd025,0.15,True,True,10,PLAYED
996,132.347,1992.2779,Piano,4,0,5,44,piano_snd005,0.15,True,True,0,PLAYED
997,132.380,1992.3185,Piano,0,13,37,44,piano_snd037,0.15,True,True,13,PLAYED
998,132.530,1992.4695,Piano,0,13,37,44,piano_snd037,0.15,True,True,13,PLAYED
999,132.530,1992.4695,Piano,4,0,5,44,piano_snd005,0.15,True,True,0,PLAYED
1000,132.530,1992.4695,Piano,1,10,29,44,piano_snd029,0.15,True,True,10,PLAYED
1001,132.563,1992.4985,Piano,2,10,25,44,piano_snd025,0.15,True,True,10,PLAYED
1002,132.713,1992.6494,Piano,4,0,5,44,piano_snd005,0.15,True,True,0,PLAYED
1003,132.713,1992.6494,Piano,3,15,25,44,piano_snd025,0.15,True,True,15,PLAYED
1004,132.713,1992.6494,Piano,2,14,29,44,piano_snd029,0.15,True,True,14,PLAYED
1005,132.713,1992.6494,Piano,0,13,37,44,piano_snd037,0.15,True,True,13,PLAYED
1006,132.864,1992.8004,Piano,0,13,37,44,piano_snd037,0.15,True,True,13,PLAYED
1007,132.864,1992.8004,Piano,4,0,5,44,piano_snd005,0.15,True,True,0,PLAYED
1008,132.864,1992.8004,Piano,3,15,25,44,piano_snd025,0.15,True,True,15,PLAYED
1009,132.864,1992.8004,Piano,2,14,29,44,piano_snd029,0.15,True,True,14,PLAYED
1010,133.030,1992.9687,Piano,0,12,36,44,piano_snd036,0.15,True,True,12,PLAYED
1011,133.030,1992.9687,Piano,5,0,1,44,piano_snd001,0.15,True,True,0,PLAYED
1012,133.030,1992.9687,Piano,2,12,27,44,piano_snd027,0.15,True,True,12,PLAYED
1013,133.030,1992.9687,Piano,3,14,24,44,piano_snd024,0.15,True,True,14,PLAYED
1014,133.063,1992.9977,Piano,4,0,5,44,piano_snd005,0.15,True,True,0,PLAYED
1015,133.213,1993.1487,Piano,2,7,22,44,piano_snd022,0.15,True,True,7,PLAYED
1016,133.213,1993.1487,Piano,1,6,25,44,piano_snd025,0.15,True,True,6,PLAYED
1017,133.213,1993.1487,Piano,5,1,2,44,piano_snd002,0.15,True,True,1,PLAYED
1018,133.213,1993.1487,Piano,0,10,34,44,piano_snd034,0.15,True,True,10,PLAYED
1019,133.246,1993.1777,Piano,4,0,5,44,piano_snd005,0.15,True,True,0,PLAYED
1020,133.380,1993.3228,Piano,2,6,21,44,piano_snd021,0.15,True,True,6,PLAYED
1021,133.381,1993.3228,Piano,1,5,24,44,piano_snd024,0.15,True,True,5,PLAYED
1022,133.381,1993.3228,Piano,0,9,33,44,piano_snd033,0.15,True,True,9,PLAYED
1023,133.381,1993.3228,Piano,4,0,5,44,piano_snd005,0.15,True,True,0,PLAYED
1024,133.413,1993.3518,Piano,5,3,4,44,piano_snd004,0.15,True,True,3,PLAYED
1025,133.747,1993.6885,Piano,1,14,33,44,piano_snd033,0.15,True,True,14,PLAYED
1026,133.747,1993.6885,Piano,4,0,5,44,piano_snd005,0.15,True,True,0,PLAYED
1027,133.747,1993.6885,Piano,5,15,16,44,piano_snd016,0.15,True,True,15,PLAYED
1028,133.747,1993.6885,Piano,0,18,42,44,piano_snd042,0.15,True,True,18,PLAYED
1029,133.747,1993.6885,Piano,2,15,30,44,piano_snd030,0.15,True,True,15,PLAYED
1030,133.880,1993.8220,Piano,1,14,33,44,piano_snd033,0.15,True,True,14,PLAYED
1031,133.880,1993.8220,Piano,4,0,5,44,piano_snd005,0.15,True,True,0,PLAYED
1032,133.880,1993.8220,Piano,5,15,16,44,piano_snd016,0.15,True,True,15,PLAYED
1033,133.881,1993.8220,Piano,0,18,42,44,piano_snd042,0.15,True,True,18,PLAYED
1034,133.881,1993.8220,Piano,2,15,30,44,piano_snd030,0.15,True,True,15,PLAYED
1035,134.048,1993.9846,Piano,2,15,30,44,piano_snd030,0.15,True,True,15,PLAYED
1036,134.048,1993.9846,Piano,1,14,33,44,piano_snd033,0.15,True,True,14,PLAYED
1037,134.048,1993.9846,Piano,4,0,5,44,piano_snd005,0.15,True,True,0,PLAYED
1038,134.048,1993.9846,Piano,5,15,16,44,piano_snd016,0.15,True,True,15,PLAYED
1039,134.048,1993.9846,Piano,0,18,42,44,piano_snd042,0.15,True,True,18,PLAYED
1040,134.247,1994.1878,Piano,0,18,42,44,piano_snd042,0.15,True,True,18,PLAYED
1041,134.247,1994.1878,Piano,1,14,33,44,piano_snd033,0.15,True,True,14,PLAYED
1042,134.247,1994.1878,Piano,4,0,5,44,piano_snd005,0.15,True,True,0,PLAYED
1043,134.247,1994.1878,Piano,5,15,16,44,piano_snd016,0.15,True,True,15,PLAYED
1044,134.280,1994.2168,Piano,2,15,30,44,piano_snd030,0.15,True,True,15,PLAYED
1045,134.413,1994.3445,Piano,0,18,42,44,piano_snd042,0.15,True,True,18,PLAYED
1046,134.414,1994.3445,Piano,2,15,30,44,piano_snd030,0.15,True,True,15,PLAYED
1047,134.414,1994.3445,Piano,1,14,33,44,piano_snd033,0.15,True,True,14,PLAYED
1048,134.414,1994.3445,Piano,4,0,5,44,piano_snd005,0.15,True,True,0,PLAYED
1049,134.447,1994.3793,Piano,5,15,16,44,piano_snd016,0.15,True,True,15,PLAYED
1050,134.564,1994.4954,Piano,0,17,41,44,piano_snd041,0.15,True,True,17,PLAYED
1051,134.564,1994.4954,Piano,2,14,29,44,piano_snd029,0.15,True,True,14,PLAYED
1052,134.564,1994.4954,Piano,5,13,14,44,piano_snd014,0.15,True,True,13,PLAYED
1053,134.564,1994.4954,Piano,4,0,5,44,piano_snd005,0.15,True,True,0,PLAYED
1054,134.613,1994.5477,Piano,1,14,33,44,piano_snd033,0.15,True,True,14,PLAYED
